model,variable,value,observed_density,simulated_q025,simulated_median,simulated_q975
M2,Vhat,-151.61874381854778,0.0,0.0,0.0,0.0
M2,Vhat,-146.52179985018364,0.0,0.0,0.0,0.0
M2,Vhat,-141.42485588181947,0.0,0.0,0.0,0.0
M2,Vhat,-136.3279119134553,0.0,0.0,0.0,0.0
M2,Vhat,-131.23096794509115,0.0,0.0,0.0,0.0
M2,Vhat,-126.134023976727,0.0,0.0,0.0,0.0
M2,Vhat,-121.03708000836284,0.0,0.0,0.0,0.0
M2,Vhat,-115.94013603999868,0.0,0.0,0.0,0.0
M2,Vhat,-110.84319207163452,0.0,0.0,0.0,0.0
M2,Vhat,-105.74624810327036,0.0,0.0,0.0,0.0
M2,Vhat,-100.6493041349062,0.0,0.0,0.0,0.0
M2,Vhat,-95.55236016654206,0.0,0.0,0.0,0.0
M2,Vhat,-90.45541619817789,0.0,0.0,0.0,0.0
M2,Vhat,-85.35847222981374,0.0,0.0,0.0,0.0
M2,Vhat,-80.26152826144957,0.0,0.0,0.0,0.0
M2,Vhat,-75.16458429308543,0.0,0.0,0.0,7.847839852325829e-05
M2,Vhat,-70.06764032472125,0.0,0.0,0.0,4.1201159224709935e-05
M2,Vhat,-64.97069635635711,0.0,0.0,0.0,7.847839852325829e-05
M2,Vhat,-59.873752387992944,0.0,0.0,0.0,7.847839852325829e-05
M2,Vhat,-54.776808419628786,7.847839852325829e-05,0.0,0.0,7.847839852325829e-05
M2,Vhat,-49.67986445126463,0.0,0.0,0.0,7.847839852325829e-05
M2,Vhat,-44.58292048290047,7.847839852325829e-05,0.0,0.0,0.00015698977116354316
M2,Vhat,-39.48597651453631,0.0,0.0,0.0,0.00015695679704651658
M2,Vhat,-34.38903254617216,7.84783985232585e-05,0.0,7.84783985232585e-05,0.00023543519556977553
M2,Vhat,-29.29208857780801,0.00023543519556977485,0.0,0.00015695679704651658,0.0003923919926162914
M2,Vhat,-24.19514460944385,0.0006278271881860663,7.847839852325829e-05,0.00031391359409303315,0.0006278271881860663
M2,Vhat,-19.098200641079686,0.0016480463689884195,0.0003923919926162904,0.0008632623837558388,0.0015322907311666133
M2,Vhat,-14.001256672715527,0.00525805270105832,0.0021973951586512384,0.0029821791438838234,0.003965121085387636
M2,Vhat,-8.90431270435137,0.020482862014570356,0.01298621299563613,0.014832417320895776,0.016443186450585647
M2,Vhat,-3.807368735987211,0.05517031416185073,0.05956510447915321,0.06246880522451378,0.06631424675215344
M2,Vhat,1.2895752323769472,0.06866859870785082,0.07211772432294801,0.07659491695869988,0.07965557450110694
M2,Vhat,6.386519200741105,0.029664834641791718,0.023692628514171744,0.026447220302338117,0.028887898496411456
M2,Vhat,11.48346316910525,0.008240231844942143,0.00584589877234966,0.007141534265616524,0.00855806935896134
M2,Vhat,16.580407137469408,0.002432830354221,0.0015695679704651616,0.002354351955697742,0.003060657542407065
M2,Vhat,21.677351105833566,0.0008632623837558437,0.00042966923191484034,0.0009417407822791021,0.0015322907311666218
M2,Vhat,26.774295074197724,0.001020219180802355,7.847839852325807e-05,0.0003923919926162904,0.0007847839852325808
M2,Vhat,31.871239042561882,0.0010986975793256192,0.0,0.00023543519556977553,0.00047096931349063076
M2,Vhat,36.96818301092604,0.0003923919926162904,0.0,0.00015695679704651614,0.00027668110538187725
M2,Vhat,42.0651269792902,7.84783985232585e-05,0.0,7.84783985232585e-05,0.00023543519556977553
M2,Vhat,47.16207094765436,7.847839852325807e-05,0.0,0.0,0.00023552940733270728
M2,Vhat,52.259014916018515,0.0,0.0,0.0,0.000156956797046517
M2,Vhat,57.35595888438267,0.0,0.0,0.0,7.850980244423576e-05
M2,Vhat,62.45290285274683,0.0,0.0,0.0,0.000156956797046517
M2,Vhat,67.54984682111099,0.0,0.0,0.0,7.849488558177136e-05
M2,Vhat,72.64679078947515,0.0,0.0,0.0,7.84783985232585e-05
M2,Vhat,77.7437347578393,0.0,0.0,0.0,7.847839852325807e-05
M2,Vhat,82.84067872620346,0.0,0.0,0.0,7.84783985232585e-05
M2,Vhat,87.93762269456761,0.0,0.0,0.0,7.84783985232585e-05
M2,Vhat,93.03456666293177,0.0,0.0,0.0,0.0
M2,Vhat,98.13151063129592,0.0,0.0,0.0,0.0
M2,Vhat,103.22845459966008,0.0,0.0,0.0,0.0
M2,Vhat,108.32539856802424,0.0,0.0,0.0,7.84783985232585e-05
M2,Vhat,113.42234253638838,0.0,0.0,0.0,0.0
M2,Vhat,118.51928650475256,0.0,0.0,0.0,0.0
M2,Vhat,123.61623047311673,0.0,0.0,0.0,0.0
M2,Vhat,128.71317444148087,0.0,0.0,0.0,0.0
M2,Vhat,133.81011840984502,0.0,0.0,0.0,0.0
M2,Vhat,138.9070623782092,0.0,0.0,0.0,0.0
M2,Vhat,144.00400634657336,0.0,0.0,0.0,0.0
M2,Vhat,149.1009503149375,0.0,0.0,0.0,0.0
M2,X,-5.807616368439382,0.0,0.0,0.0,0.0
M2,X,-5.616024622549432,0.0,0.0,0.0,0.0
M2,X,-5.424432876659482,0.0,0.0,0.0,0.0
M2,X,-5.232841130769534,0.0,0.0,0.0,0.0
M2,X,-5.041249384879585,0.0,0.0,0.0,0.0
M2,X,-4.849657638989636,0.0,0.0,0.0,0.0
M2,X,-4.658065893099687,0.0,0.0,0.0,0.0
M2,X,-4.466474147209738,0.0,0.0,0.0,0.0
M2,X,-4.274882401319789,0.0,0.0,0.0,0.0
M2,X,-4.08329065542984,0.0,0.0,0.0,0.0
M2,X,-3.891698909539891,0.0,0.0,0.0,0.0
M2,X,-3.7001071636499416,0.0,0.0,0.0,0.0
M2,X,-3.508515417759993,0.0,0.0,0.0,0.0
M2,X,-3.316923671870044,0.0,0.0,0.0,0.0
M2,X,-3.125331925980095,0.0,0.0,0.0,0.0
M2,X,-2.9337401800901457,0.0,0.0,0.0,0.002087772613282417
M2,X,-2.742148434200197,0.0,0.0,0.0,0.002087772613282417
M2,X,-2.5505566883102477,0.0,0.0,0.0,0.004175545226564843
M2,X,-2.3589649424202985,0.0,0.0,0.0,0.004176422441948566
M2,X,-2.1673731965303498,0.0020877726132824217,0.0,0.0,0.008351090453129687
M2,X,-1.9757814506404008,0.006263317839847251,0.0,0.004175545226564834,0.022965498746106587
M2,X,-1.7841897047504518,0.006263317839847265,0.0,0.016702180906259374,0.053290395954033794
M2,X,-1.592597958860503,0.03549213442580117,0.019677256880186823,0.06994038254496113,0.15350348139159004
M2,X,-1.4010062129705538,0.21712835178137085,0.05924054790188844,0.1764167858223638,0.33973279849638033
M2,X,-1.2094144670806046,0.5115042902541933,0.11968156505641482,0.29020039324625657,0.5507544153839022
M2,X,-1.0178227211906559,0.5762252412659483,0.16362917856600978,0.37788684300411834,0.5943366686861732
M2,X,-0.8262309753007067,0.46139774753541307,0.1728675723797837,0.3998084554435819,0.55226805052853
M2,X,-0.6346392294107575,0.37788684300411834,0.19959106182979952,0.3549213442580117,0.5475183678333149
M2,X,-0.4430474835208087,0.32986807289862263,0.2073052939143397,0.3256925276720578,0.4761165444590562
M2,X,-0.25145573763085993,0.1941628530352652,0.20131347423575752,0.31525366460564563,0.4254358642716253
M2,X,-0.05986399174091073,0.09603754021099095,0.16890080441454713,0.2985514836993849,0.42820216298422265
M2,X,0.13172775414903848,0.08142313191801444,0.18779514656475382,0.29750759739274507,0.4457916472511291
M2,X,0.32331950003898724,0.10021308543755623,0.19724231763985678,0.3183853235255693,0.49073095275203316
M2,X,0.5149112459289364,0.21504057916808844,0.2022007775964016,0.35909688948457485,0.5170890819947213
M2,X,0.7065029918188857,0.3089903467657984,0.20209638896573842,0.37997461561740076,0.594127891424845
M2,X,0.8980947377088344,0.3590968894845765,0.18361960133818897,0.3987645691369425,0.6090554656098143
M2,X,1.0896864835987832,0.44678333924243824,0.15428639612157097,0.34761414011152325,0.5633332453789291
M2,X,1.2812782294887324,0.45722220230884825,0.10417985340279236,0.23904996422083616,0.41092584460931053
M2,X,1.4728699753786816,0.346570253804882,0.05308161869270557,0.13048578833015134,0.21634543705139087
M2,X,1.6644617212686303,0.08977422237114413,0.014512651308464027,0.05010654271877812,0.12129958883170863
M2,X,1.8560534671585796,0.0,0.002087772613282412,0.014614408292976885,0.0449393055009039
M2,X,2.0476452130485288,0.0,0.0,0.006263317839847265,0.019886034141515047
M2,X,2.239236958938478,0.0,0.0,0.002087772613282412,0.01043886306641206
M2,X,2.4308287048284267,0.0,0.0,0.0,0.006263317839847294
M2,X,2.6224204507183755,0.0,0.0,0.0,0.004175545226564824
M2,X,2.8140121966083242,0.0,0.0,0.0,0.0041755452265648625
M2,X,3.005603942498273,0.0,0.0,0.0,0.002087772613282412
M2,X,3.1971956883882227,0.0,0.0,0.0,0.002087772613282412
M2,X,3.3887874342781714,0.0,0.0,0.0,0.0010960806219732586
M2,X,3.58037918016812,0.0,0.0,0.0,0.002087772613282412
M2,X,3.77197092605807,0.0,0.0,0.0,0.0
M2,X,3.9635626719480186,0.0,0.0,0.0,0.0
M2,X,4.155154417837967,0.0,0.0,0.0,0.0
M2,X,4.346746163727917,0.0,0.0,0.0,0.0
M2,X,4.538337909617866,0.0,0.0,0.0,0.0
M2,X,4.7299296555078145,0.0,0.0,0.0,0.0
M2,X,4.921521401397764,0.0,0.0,0.0,0.0
M2,X,5.113113147287713,0.0,0.0,0.0,0.0
M2,X,5.304704893177662,0.0,0.0,0.0,0.0
M2,X,5.4962966390676105,0.0,0.0,0.0,0.0
M3,Vhat,-151.61874381854778,0.0,0.0,0.0,0.0
M3,Vhat,-146.52179985018364,0.0,0.0,0.0,0.0
M3,Vhat,-141.42485588181947,0.0,0.0,0.0,0.0
M3,Vhat,-136.3279119134553,0.0,0.0,0.0,0.0
M3,Vhat,-131.23096794509115,0.0,0.0,0.0,0.0
M3,Vhat,-126.134023976727,0.0,0.0,0.0,0.0
M3,Vhat,-121.03708000836284,0.0,0.0,0.0,0.0
M3,Vhat,-115.94013603999868,0.0,0.0,0.0,0.0
M3,Vhat,-110.84319207163452,0.0,0.0,0.0,0.0
M3,Vhat,-105.74624810327036,0.0,0.0,0.0,0.0
M3,Vhat,-100.6493041349062,0.0,0.0,0.0,0.0
M3,Vhat,-95.55236016654206,0.0,0.0,0.0,0.0
M3,Vhat,-90.45541619817789,0.0,0.0,0.0,0.0
M3,Vhat,-85.35847222981374,0.0,0.0,0.0,0.0
M3,Vhat,-80.26152826144957,0.0,0.0,0.0,7.847839852325829e-05
M3,Vhat,-75.16458429308543,0.0,0.0,0.0,0.0
M3,Vhat,-70.06764032472125,0.0,0.0,0.0,7.847839852325829e-05
M3,Vhat,-64.97069635635711,0.0,0.0,0.0,7.847839852325829e-05
M3,Vhat,-59.873752387992944,0.0,0.0,0.0,7.847839852325829e-05
M3,Vhat,-54.776808419628786,7.847839852325829e-05,0.0,0.0,7.847839852325829e-05
M3,Vhat,-49.67986445126463,0.0,0.0,0.0,7.847839852325829e-05
M3,Vhat,-44.58292048290047,7.847839852325829e-05,0.0,0.0,0.00015695679704651658
M3,Vhat,-39.48597651453631,0.0,0.0,0.0,0.0001981877899961553
M3,Vhat,-34.38903254617216,7.84783985232585e-05,0.0,7.84783985232585e-05,0.0002766363547944856
M3,Vhat,-29.29208857780801,0.00023543519556977485,0.0,0.00015695679704651658,0.00035511475331774305
M3,Vhat,-24.19514460944385,0.0006278271881860663,7.847839852325829e-05,0.00031391359409303315,0.0007063055867093246
M3,Vhat,-19.098200641079686,0.0016480463689884195,0.00047087039113954845,0.0008632623837558388,0.0013380566948215488
M3,Vhat,-14.001256672715527,0.00525805270105832,0.0019619599630814628,0.003022015017644029,0.0039239199261629255
M3,Vhat,-8.90431270435137,0.020482862014570356,0.012829256198589612,0.014440025328279486,0.016558942088407455
M3,Vhat,-3.807368735987211,0.05517031416185073,0.058499760219199975,0.0629004364163917,0.06622279303858021
M3,Vhat,1.2895752323769472,0.06866859870785082,0.0726258719533861,0.07663415615796151,0.08093477239703604
M3,Vhat,6.386519200741105,0.029664834641791718,0.02321838534191919,0.02636874190381486,0.028214946229074514
M3,Vhat,11.48346316910525,0.008240231844942143,0.005844678730019677,0.007141534265616524,0.008595346598259888
M3,Vhat,16.580407137469408,0.002432830354221,0.0016480463689884195,0.002236634357912855,0.003060657542407065
M3,Vhat,21.677351105833566,0.0008632623837558437,0.00039239199261629256,0.0008632623837558437,0.0014538123326433632
M3,Vhat,26.774295074197724,0.001020219180802355,7.847839852325807e-05,0.0003923919926162904,0.0007847839852325808
M3,Vhat,31.871239042561882,0.0010986975793256192,0.0,0.00019622740022912398,0.0005905499488875197
M3,Vhat,36.96818301092604,0.0003923919926162904,0.0,0.00015695679704651614,0.0003139135940930323
M3,Vhat,42.0651269792902,7.84783985232585e-05,0.0,7.84783985232585e-05,0.00023543519556977553
M3,Vhat,47.16207094765436,7.847839852325807e-05,0.0,3.9239199261629036e-05,0.00015695679704651614
M3,Vhat,52.259014916018515,0.0,0.0,0.0,0.00011967955774796856
M3,Vhat,57.35595888438267,0.0,0.0,0.0,0.00011967955774796789
M3,Vhat,62.45290285274683,0.0,0.0,0.0,7.84783985232585e-05
M3,Vhat,67.54984682111099,0.0,0.0,0.0,7.847839852325807e-05
M3,Vhat,72.64679078947515,0.0,0.0,0.0,7.84783985232585e-05
M3,Vhat,77.7437347578393,0.0,0.0,0.0,7.847839852325807e-05
M3,Vhat,82.84067872620346,0.0,0.0,0.0,7.84783985232585e-05
M3,Vhat,87.93762269456761,0.0,0.0,0.0,7.84783985232585e-05
M3,Vhat,93.03456666293177,0.0,0.0,0.0,0.0
M3,Vhat,98.13151063129592,0.0,0.0,0.0,7.84783985232585e-05
M3,Vhat,103.22845459966008,0.0,0.0,0.0,0.0
M3,Vhat,108.32539856802424,0.0,0.0,0.0,0.0
M3,Vhat,113.42234253638838,0.0,0.0,0.0,0.0
M3,Vhat,118.51928650475256,0.0,0.0,0.0,0.0
M3,Vhat,123.61623047311673,0.0,0.0,0.0,0.0
M3,Vhat,128.71317444148087,0.0,0.0,0.0,0.0
M3,Vhat,133.81011840984502,0.0,0.0,0.0,0.0
M3,Vhat,138.9070623782092,0.0,0.0,0.0,0.0
M3,Vhat,144.00400634657336,0.0,0.0,0.0,0.0
M3,Vhat,149.1009503149375,0.0,0.0,0.0,0.0
M3,X,-5.807616368439382,0.0,0.0,0.0,0.0
